Date,Open,High,Low,Close,Adj Close,Volume
2021-12-07,1658.900024,1686.699951,1654.000000,1678.449951,1677.736694,1476012
2021-12-08,1679.800049,1726.400024,1679.050049,1715.500000,1714.770996,1406394
2021-12-09,1725.000000,1739.250000,1706.599976,1722.250000,1721.518188,1306393
2021-12-10,1710.599976,1788.000000,1710.599976,1740.400024,1739.660522,2708578
2021-12-13,1755.000000,1762.199951,1711.099976,1719.550049,1718.819336,1104594
2021-12-14,1712.000000,1727.900024,1683.000000,1720.099976,1719.369019,1198653
2021-12-15,1720.000000,1727.000000,1687.050049,1695.300049,1694.579712,866378
2021-12-16,1707.300049,1719.849976,1687.000000,1702.050049,1701.326782,751885
2021-12-17,1698.949951,1702.000000,1640.000000,1645.300049,1644.600952,1215873
2021-12-20,1629.000000,1629.000000,1555.199951,1589.949951,1589.274292,1945211
2021-12-21,1621.099976,1645.900024,1602.900024,1620.500000,1619.811401,1563851
2021-12-22,1631.250000,1663.449951,1627.000000,1658.099976,1657.395386,993006
2021-12-23,1674.699951,1684.199951,1658.199951,1676.199951,1675.487671,979023
2021-12-24,1680.000000,1703.949951,1658.199951,1698.199951,1697.478394,1234386
2021-12-27,1694.750000,1738.000000,1686.050049,1730.199951,1729.464722,1672655
2021-12-28,1740.000000,1760.000000,1728.099976,1751.000000,1750.255981,1552918
2021-12-29,1751.000000,1755.000000,1709.400024,1718.050049,1717.320068,1100579
2021-12-30,1714.000000,1725.000000,1685.000000,1696.400024,1695.679199,1359574
2021-12-31,1694.949951,1725.000000,1691.050049,1709.449951,1708.723511,1310960
2022-01-03,1713.000000,1733.000000,1711.199951,1717.150024,1716.420410,1094708
2022-01-04,1725.750000,1728.000000,1700.000000,1719.000000,1718.269531,1191189
2022-01-05,1722.000000,1744.650024,1702.550049,1715.449951,1714.721069,1583598
2022-01-06,1710.000000,1723.849976,1675.599976,1713.099976,1712.372070,1615375
2022-01-07,1719.900024,1730.800049,1689.500000,1699.099976,1698.378052,1295933
2022-01-10,1707.550049,1766.000000,1699.099976,1752.599976,1751.855225,1670551
2022-01-11,1758.000000,1850.000000,1737.000000,1843.900024,1843.116455,5126019
2022-01-12,1873.000000,1873.000000,1808.300049,1830.099976,1829.322388,2518912
2022-01-13,1834.000000,1863.000000,1808.000000,1853.349976,1852.562500,1881069
2022-01-14,1850.000000,1890.449951,1831.099976,1870.250000,1869.455322,2357616
2022-01-17,1876.000000,1901.400024,1855.650024,1877.800049,1877.002075,1700525
2022-01-18,1885.000000,1908.500000,1830.050049,1840.949951,1840.167725,2294146
2022-01-19,1839.800049,1857.000000,1811.250000,1849.300049,1848.514282,1544606
2022-01-20,1855.000000,1880.349976,1843.699951,1865.849976,1865.057129,1252017
2022-01-21,1860.849976,1873.000000,1810.750000,1828.349976,1827.573120,1929667
